Display_Name,Ontology_Geo_point,Geo_point,Start_Date,disaster_id,End_Date,Disaster_Group,Disaster_Subgroup,Disaster_Type,Disaster_Subtype,Event_Name,ISO,Country,Subregion,Region,Location,Origin,Associated_Types,OFDABHA_Response,Appeal,Declaration,AID_Contribution_000_US,Magnitude,Magnitude_Scale,Total_Deaths,No_Injured,No_Affected,No_Homeless,Total_Affected,Reconstruction_Costs_Adjusted_000_US,Insured_Damage_000_US,Insured_Damage_Adjusted_000_US,Total_Damage_000_US,Total_Damage_Adjusted_000_US,GADM_Admin_Units,Entry_Date,Last_Update,_newCountry,_newISO3,_newISO2
Argentina -Extreme temperature -2010-07-01,"-38.4160970,-63.6166720","{longitude=-63.616672, latitude=-38.416097}",2010-07-01,2010-0294-ARG,,Natural,Meteorological,Extreme temperature,Cold wave,,ARG,Argentina,Latin America and the Caribbean,Americas,"Buenos Aires, Buenos Aires D.f., Catamarca, Chaco, Chubut, Cordoba, Corrientes, Entre Rios, Formosa, Jujuy, La Pampa, La Rioja, Mendoza, Misiones, Neuquen, Rio Negro, Salta, San Juan, San Luis, Santa Cruz, Santa Fe, Santiago Del Estero, Tierra Del Fuego, Tucuman provinces",,,No,No,No,,,°C,42,,,,,,,,,,"[{""gid_1"":""ARG.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Jujuy""},{""gid_1"":""ARG.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""La Pampa""},{""gid_1"":""ARG.12_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""La Rioja""},{""gid_1"":""ARG.13_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Mendoza""},{""gid_1"":""ARG.14_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Misiones""},{""gid_1"":""ARG.15_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Neuquén""},{""gid_1"":""ARG.16_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Río Negro""},{""gid_1"":""ARG.17_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Salta""},{""gid_1"":""ARG.18_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""San Juan""},{""gid_1"":""ARG.19_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""San Luis""},{""gid_1"":""ARG.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Buenos Aires""},{""gid_1"":""ARG.20_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Santa Cruz""},{""gid_1"":""ARG.21_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Santa Fe""},{""gid_1"":""ARG.22_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Santiago del Estero""},{""gid_1"":""ARG.23_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Tierra del Fuego""},{""gid_1"":""ARG.24_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Tucumán""},{""gid_1"":""ARG.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Catamarca""},{""gid_1"":""ARG.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Chaco""},{""gid_1"":""ARG.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Chubut""},{""gid_1"":""ARG.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Ciudad de Buenos Aires""},{""gid_1"":""ARG.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Córdoba""},{""gid_1"":""ARG.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Corrientes""},{""gid_1"":""ARG.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Entre Ríos""},{""gid_1"":""ARG.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Formosa""}]",2010-07-26,2025-12-20,Argentina,ARG,AR
Argentina -Flood -2019-04-23,"-38.4160970,-63.6166720","{longitude=-63.616672, latitude=-38.416097}",2019-04-23,2019-0185-ARG,,Natural,Hydrological,Flood,Flood (General),,ARG,Argentina,Latin America and the Caribbean,Americas,"Resistencia, Barranqueras, General Pinedo, Charata, Las Breñas, Saenz Peña, Corrientes cities (Chaco, Formosa, Corrientes provinces)",Heavy rains,,No,No,No,,,Km2,2,,1800,,1800,,,,,,"[{""gid_1"":""ARG.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Chaco""},{""gid_1"":""ARG.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Corrientes""},{""gid_1"":""ARG.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Formosa""}]",2019-05-07,2025-12-20,Argentina,ARG,AR
Argentina -Wildfire -2022-01-01,"-38.4160970,-63.6166720","{longitude=-63.616672, latitude=-38.416097}",2022-01-01,2022-0105-ARG,,Natural,Climatological,Wildfire,Wildfire (General),,ARG,Argentina,Latin America and the Caribbean,Americas,"Santo Tomé, Ituzaingo, San martin, General Alvear, San Miguel (Corrientes Province)",,,No,No,Yes,,,Km2,,,124085,,124085,,,,770000.0,825342.0,"[{""gid_2"":""ARG.7.12_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Ituzaingó""},{""gid_2"":""ARG.7.21_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""San Martín""},{""gid_2"":""ARG.7.22_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""San Miguel""},{""gid_2"":""ARG.7.24_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Santo Tomé""},{""gid_2"":""ARG.7.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""General Alvear""}]",2022-02-24,2025-12-20,Argentina,ARG,AR
Argentina -Mass movement (wet) -2017-01-10,"-38.4160970,-63.6166720","{longitude=-63.616672, latitude=-38.416097}",2017-01-10,2017-0031-ARG,,Natural,Hydrological,Mass movement (wet),Landslide (wet),,ARG,Argentina,Latin America and the Caribbean,Americas,"Jujuy Province; Volcán, Bárcenas, Purmamarca (Tumbaya department); León (Dr Manuel Belgrano), Santa Barbara, San Martín (Ledesma), Tumbaya, Humahuaca",Heavy rains,,No,No,No,,,,,,2666,,2666,,,,,,"[{""gid_2"":""ARG.10.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Santa Bárbara""},{""gid_2"":""ARG.10.14_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Tumbaya""},{""gid_2"":""ARG.10.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Capital""},{""gid_2"":""ARG.10.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Humahuaca""},{""gid_2"":""ARG.10.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Ledesma""}]",2017-02-08,2025-12-20,Argentina,ARG,AR
Argentina -Storm -2018-04-28,"-38.4160970,-63.6166720","{longitude=-63.616672, latitude=-38.416097}",2018-04-28,2018-0161-ARG,,Natural,Meteorological,Storm,Storm (General),,ARG,Argentina,Latin America and the Caribbean,Americas,"La Matanza, Quilmes, Padre Varela de Luján,Lomas de Zamora districts (Buenos Aires)",,Flood,No,No,No,,130.0,Kph,2,,1200,,1200,,,,,,"[{""gid_2"":""ARG.1.62_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""La Matanza""},{""gid_2"":""ARG.1.71_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Lomas de Zamora""},{""gid_2"":""ARG.1.72_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Luján""},{""gid_2"":""ARG.1.95_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Quilmes""}]",2018-05-23,2025-12-20,Argentina,ARG,AR
Argentina -Flood -2019-01-11,"-38.4160970,-63.6166720","{longitude=-63.616672, latitude=-38.416097}",2019-01-11,2019-0008-ARG,,Natural,Hydrological,Flood,Flood (General),,ARG,Argentina,Latin America and the Caribbean,Americas,"Corrientes, Santiago del Estero, Chaco, Tucumán, Santa Fe, Entre Ríos provinces",Heavy rain,Storm,No,No,No,,,Km2,4,,31451,,31451,,,,,,"[{""gid_1"":""ARG.21_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Santa Fe""},{""gid_1"":""ARG.22_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Santiago del Estero""},{""gid_1"":""ARG.24_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Tucumán""},{""gid_1"":""ARG.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Chaco""},{""gid_1"":""ARG.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Corrientes""},{""gid_1"":""ARG.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Entre Ríos""}]",2019-01-17,2025-12-20,Argentina,ARG,AR
Argentina -Flood -2020-02-11,"-38.4160970,-63.6166720","{longitude=-63.616672, latitude=-38.416097}",2020-02-11,2020-0092-ARG,,Natural,Hydrological,Flood,Flood (General),,ARG,Argentina,Latin America and the Caribbean,Americas,"Chaco, Salta, Tucumán,La Rioja Provinces",Torrential seasonal rains,,No,No,No,,,Km2,3,,3000,,3000,,,,10000.0,12120.0,"[{""gid_1"":""ARG.12_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""La Rioja""},{""gid_1"":""ARG.17_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Salta""},{""gid_1"":""ARG.24_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Tucumán""},{""gid_1"":""ARG.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Chaco""}]",2020-03-09,2025-12-20,Argentina,ARG,AR
Argentina -Earthquake -2021-01-18,"-38.4160970,-63.6166720","{longitude=-63.616672, latitude=-38.416097}",2021-01-18,2021-0002-ARG,,Natural,Geophysical,Earthquake,Ground movement,,ARG,Argentina,Latin America and the Caribbean,Americas,San Juan Province,,,No,No,No,,6.4,Moment Magnitude,,14,1800,,1814,,,,,,"[{""gid_1"":""ARG.18_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""San Juan""}]",2021-01-19,2025-12-20,Argentina,ARG,AR
Argentina -Wildfire -2021-03-08,"-38.4160970,-63.6166720","{longitude=-63.616672, latitude=-38.416097}",2021-03-08,2021-0129-ARG,,Natural,Climatological,Wildfire,Forest fire,,ARG,Argentina,Latin America and the Caribbean,Americas,"Cholila (Cushamen), Lago Puelo (Cushamen), El Bolsón (Bariloche), El Maitén (Cushamen), Epuyén (Cushamen), Futaleufú and El Hoyo Towns (Cushamen) in Chubut and Santa Cruz Provinces; Rio Negro, Neuquen provinces (Patagonia)",,,No,No,No,,,Km2,15,7,1200,,1207,,,,,,"[{""gid_1"":""ARG.15_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Neuquén""},{""gid_1"":""ARG.16_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Río Negro""},{""gid_1"":""ARG.20_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Santa Cruz""},{""gid_2"":""ARG.4.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Cushamen""},{""gid_2"":""ARG.4.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Futaleufú""}]",2021-03-15,2025-12-20,Argentina,ARG,AR
Argentina -Flood -2016-04-04,"-38.4160970,-63.6166720","{longitude=-63.616672, latitude=-38.416097}",2016-04-04,2016-0127-ARG,,Natural,Hydrological,Flood,Riverine flood,,ARG,Argentina,Latin America and the Caribbean,Americas,"Entre Rios, Corrientes, Santa Fe, Chaco, Formosa, Santiago del Estero, Buenos Aires, Cardoba provinces",Excessive rains,,No,No,No,,,Km2,,,72119,,72119,,50000.0,65350.0,1000000.0,1306998.0,"[{""gid_1"":""ARG.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Buenos Aires""},{""gid_1"":""ARG.21_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Santa Fe""},{""gid_1"":""ARG.22_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Santiago del Estero""},{""gid_1"":""ARG.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Chaco""},{""gid_1"":""ARG.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Córdoba""},{""gid_1"":""ARG.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Corrientes""},{""gid_1"":""ARG.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Entre Ríos""},{""gid_1"":""ARG.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Formosa""}]",2016-05-09,2025-12-20,Argentina,ARG,AR
Argentina -Flood -2017-04-05,"-38.4160970,-63.6166720","{longitude=-63.616672, latitude=-38.416097}",2017-04-05,2017-0221-ARG,,Natural,Hydrological,Flood,Flood (General),,ARG,Argentina,Latin America and the Caribbean,Americas,"Southern East Coast; Chubut province. Comodoro Rivadavia, Caleta Cordova and Laprida",Heavy Rain and storm,,No,No,No,,27377.03,Km2,1,,9000,,9000,,,,,,"[{""gid_2"":""ARG.4.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Escalante""}]",2017-06-28,2025-12-20,Argentina,ARG,AR
Argentina -Flood -2018-01-31,"-38.4160970,-63.6166720","{longitude=-63.616672, latitude=-38.416097}",2018-01-31,2018-0038-ARG,,Natural,Hydrological,Flood,Flood (General),,ARG,Argentina,Latin America and the Caribbean,Americas,Chaco and Salta Province,,,No,No,No,,234622.64,Km2,,,17000,,17000,,,,,,"[{""gid_1"":""ARG.17_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Salta""},{""gid_1"":""ARG.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Chaco""}]",2018-02-20,2025-12-20,Argentina,ARG,AR
Argentina -Flood -2018-11-12,"-38.4160970,-63.6166720","{longitude=-63.616672, latitude=-38.416097}",2018-11-12,2018-0439-ARG,,Natural,Hydrological,Flood,Flash flood,,ARG,Argentina,Latin America and the Caribbean,Americas,"Lomas de Zamora, La Matanza, Lobos, La Plata, Arrecifes, Marcos Paz, Lanus (Buenos Aires Province)",Heavy rains,Storm,No,No,No,,,Km2,,,1420,,1420,,,,,,"[{""gid_2"":""ARG.1.62_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""La Matanza""},{""gid_2"":""ARG.1.63_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""La Plata""},{""gid_2"":""ARG.1.64_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Lanús""},{""gid_2"":""ARG.1.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Arrecifes""},{""gid_2"":""ARG.1.70_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Lobos""},{""gid_2"":""ARG.1.71_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Lomas de Zamora""},{""gid_2"":""ARG.1.76_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Marcos Paz""}]",2018-11-30,2025-12-20,Argentina,ARG,AR
Argentina -Mass movement (wet) -2009-02-09,"-38.4160970,-63.6166720","{longitude=-63.616672, latitude=-38.416097}",2009-02-09,2009-0041-ARG,,Natural,Hydrological,Mass movement (wet),Landslide (wet),,ARG,Argentina,Latin America and the Caribbean,Americas,"Tartagal town (Genaral Jose de San Martin district, Salta Province)",Brief torrential rain,,No,No,No,,,,4,,20000,,20000,,,,15000.0,21933.0,"[{""gid_2"":""ARG.17.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""General José de San Martín""}]",2009-11-06,2025-12-20,Argentina,ARG,AR
Argentina -Drought -2009-01-01,"-38.4160970,-63.6166720","{longitude=-63.616672, latitude=-38.416097}",2009-01-01,2009-9055-ARG,,Natural,Climatological,Drought,Drought,,ARG,Argentina,Latin America and the Caribbean,Americas,"Río Negro, La Pampa, Córdoba, Buenos Aires, Entre Ríos, Santa Fe, Corrientes, Chaco, Formosa, Santiago del Estero provinces",Lack of rain,Wildfire,No,No,Yes,,,Km2,,,,,,,,,,,"[{""gid_1"":""ARG.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""La Pampa""},{""gid_1"":""ARG.16_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Río Negro""},{""gid_1"":""ARG.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Buenos Aires""},{""gid_1"":""ARG.21_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Santa Fe""},{""gid_1"":""ARG.22_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Santiago del Estero""},{""gid_1"":""ARG.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Chaco""},{""gid_1"":""ARG.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Córdoba""},{""gid_1"":""ARG.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Corrientes""},{""gid_1"":""ARG.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Entre Ríos""},{""gid_1"":""ARG.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Formosa""}]",2010-01-10,2025-12-20,Argentina,ARG,AR
Argentina -Mass movement (wet) -2014-01-25,"-38.4160970,-63.6166720","{longitude=-63.616672, latitude=-38.416097}",2014-01-25,2014-0021-ARG,,Natural,Hydrological,Mass movement (wet),Landslide (wet),,ARG,Argentina,Latin America and the Caribbean,Americas,"El Rodeo town (Ambato district, Catamarca province)",,,No,No,No,,,,24,,350,,350,,,,,,"[{""gid_2"":""ARG.2.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Ambato""}]",2014-01-27,2025-12-20,Argentina,ARG,AR
Argentina -Flood -2014-10-30,"-38.4160970,-63.6166720","{longitude=-63.616672, latitude=-38.416097}",2014-10-30,2014-0442-ARG,,Natural,Hydrological,Flood,Flood (General),,ARG,Argentina,Latin America and the Caribbean,Americas,"Buenos Aires D.f., Buenos Aires provinces",Hevay rains,,No,No,No,,,Km2,3,,5203,,5203,,,,,,"[{""gid_1"":""ARG.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Buenos Aires""},{""gid_1"":""ARG.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Ciudad de Buenos Aires""}]",2014-11-05,2025-12-20,Argentina,ARG,AR
Argentina -Flood -2007-01-18,"-38.4160970,-63.6166720","{longitude=-63.616672, latitude=-38.416097}",2007-01-18,2007-0060-ARG,,Natural,Hydrological,Flood,Riverine flood,,ARG,Argentina,Latin America and the Caribbean,Americas,"Tucuman, Santiago del Estero, Salta, Formosa provinces",Heavy rains,Rain,No,No,No,,518000.0,Km2,5,,60000,5000,65000,,,,30000.0,45387.0,"[{""gid_1"":""ARG.17_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Salta""},{""gid_1"":""ARG.22_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Santiago del Estero""},{""gid_1"":""ARG.24_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Tucumán""},{""gid_1"":""ARG.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Formosa""}]",2008-08-04,2025-12-20,Argentina,ARG,AR
Argentina -Flood -2007-03-20,"-38.4160970,-63.6166720","{longitude=-63.616672, latitude=-38.416097}",2007-03-20,2007-0135-ARG,,Natural,Hydrological,Flood,Riverine flood,,ARG,Argentina,Latin America and the Caribbean,Americas,"Rosario district (Santa Fe province), Santa Fe City (La Capital district, Santa Fe province) Canada de Gomez city (Iriondo district, Santa Fe province), Esperanza city (Las Colonias district, Santa Fe province), Gualeguay (Entre Rios province)",Heavy rain,,No,No,No,,4000.0,Km2,5,,70000,,70000,,,,10000.0,15129.0,"[{""gid_2"":""ARG.21.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Las Colonias""},{""gid_2"":""ARG.21.12_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Rosario""},{""gid_2"":""ARG.21.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Iriondo""},{""gid_2"":""ARG.21.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""La Capital""},{""gid_2"":""ARG.8.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Gualeguay""}]",2008-08-04,2025-12-20,Argentina,ARG,AR
Argentina -Flood -2013-04-01,"-38.4160970,-63.6166720","{longitude=-63.616672, latitude=-38.416097}",2013-04-01,2013-0119-ARG,,Natural,Hydrological,Flood,Riverine flood,,ARG,Argentina,Latin America and the Caribbean,Americas,"Buenos Aires city (Buenos Aires D.f. province), La Plata city (La Plata district, Buenos Aires province)",Torrential rains,,No,No,No,,18135.4,Km2,52,,350000,,350000,,163000.0,219488.0,1300000.0,1750518.0,"[{""gid_1"":""ARG.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Ciudad de Buenos Aires""},{""gid_2"":""ARG.1.63_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""La Plata""}]",2014-04-02,2025-12-20,Argentina,ARG,AR
Argentina -Flood -2000-03-09,"-38.4160970,-63.6166720","{longitude=-63.616672, latitude=-38.416097}",2000-03-09,2000-0116-ARG,,Natural,Hydrological,Flood,Riverine flood,,ARG,Argentina,Latin America and the Caribbean,Americas,"Catamarca, Cordoba, Jujuy, La Rioja, Santiago del Estero, Salta,Tucuman provinces",Heavy rain,,No,No,No,,,Km2,7,,,6000,6000,,,,,,"[{""gid_1"":""ARG.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Jujuy""},{""gid_1"":""ARG.12_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""La Rioja""},{""gid_1"":""ARG.17_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Salta""},{""gid_1"":""ARG.22_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Santiago del Estero""},{""gid_1"":""ARG.24_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Tucumán""},{""gid_1"":""ARG.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Catamarca""},{""gid_1"":""ARG.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Córdoba""}]",2005-09-16,2025-12-20,Argentina,ARG,AR
